,title,author,content,price,grade,genre
1035,포스트 라이프,"
왕웨이롄, 디안, 옌거, 쑤더, 페이다오 저 외 3명
                    
정보 더 보기/감추기



왕웨이롄
디안
옌거
쑤더
페이다오
하오징팡
천주판
김택규




","



중국 바링허우 대표작가 경계문학·SF문학 단편선묘보설림 시리즈 제13권 『포스트 라이프』 출간중국 젊은 작가들의 대표 SF·경계문학 작품선 『포스트 라이프』가 묘보설림 제13권으로 나왔다. 미래세계 인간이 자신의 의식을 파일 칩으로 만들어 영생을 얻을 수 있는 과학적 쾌거를 이뤘다. 그러나 극비리에 최종 실험 단계에 있는 이 프로젝트의 구성원 중 한 명이 ‘의식’ 마이크로칩을 분실하는 사건이 벌어지면서 발칵 뒤집히고, 의식 칩을 찾아 나서는 숨 막히는 과정과 그에 얽힌 과거의 여러 사건들이 수면에 드러난다. 이와 같은 내용을 다루는 표제작 왕웨이롄의 「포스트 라이프」는 가까운 미래 인류가 처하게 될지도 모를 극한의 상황을 철학적 질문과 잘 맞물리게 아름다운 수작으로 그려냈다.그 외에 파리의 중국인 유학생 남녀들이 세느강 근처에서 서로 어울려 다니다가 그중 한 명의 죽음을 맞게 되고 이후에 일어나는 기괴한 이야기들을 다룬 「세느강은 얼지 않는다」, 어릴 때부터 소설가가 되고 싶어 자신의 집이 위치한 시장을 무대로 한 소설을 쓰기 시작한 천재 여성 소설가가 기구한 운명에 맞물려 들어가는 과정을 다룬 「비극의 극장」 등이 이어진다. 청나라 황비의 한이 서린 반지 이야기 「반지·자식」, 지구 멸망 후 남은 유일한 커플 이야기인 「어느 말세의 이야기」, 사랑스러운 외계 행성 오디세이라 할 수 있는 휴고상 수상 작가 하오징팡의 「보이지 않는 행성」, 미래 인류의 종교가 된 섹슈얼리즘을 그로테스크하게 다룬 「G는 여성을 상징한다」 등이 수록되었다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","10,800",10.0,SF
1036,요정이 부르는 곳,"
요한 테오린 저/권도희 역
        ","



“감당할 수 없는 소원은 함부로 빌지 마라.소원이 이뤄진 후의 삶은 영영 바뀌어버릴 테니까.”외딴섬의 아름다운 풍광에 숨겨진 추악한 미스터리『요정이 부르는 곳』은 스웨덴의 욀란드 섬을 무대로 한 ‘욀란드의 사계’ 4부작 시리즈의 봄 편으로, 스웨덴 추리소설계의 풍경 화가라 부를 수 있는 요한 테오린의 수작 미스터리다. 시리즈 전반에 흐르는 서정적인 분위기와 아름다운 풍광을 배경으로 과거의 고통에 얽힌 사람들의 괴로움과 극복이 미스터리와 결합되어 읽는 이의 마음을 깊게 울린다. ‘욀란드의 사계’는 마지막 작품까지 엘릭시르에서 출간될 예정이다.죽음을 예감한 옐로프는 요양원을 나와 자신의 집에서 마지막 시간을 보낸다. 페르는 유산으로 받은 채석장의 오두막에서 아이들과 함께 부활절을 보낼 계획이다. 그리고 벤델라는 어린 시절의 추억을 되새기며 요정과 트롤 이야기로 가득한 채석장으로 돌아온다. 이대로 평화로운 봄을 맞으리라 기대한 세 사람에게 과거의 그림자가 독처럼 스며든다. 아내의 오래된 일기장. 숨기고 싶은 아버지의 허물. 순진한 마음으로 저지른 자신의 과오. 세 사람의 과거는 어떻게 얽혀 있는 걸까?                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","15,750",9.7,로맨스
1037,우아한 우주인,"
전민석, 채성민, 원희재, 남세오, 양제열 저
        ","



우리가 상상하는 모든 것은 곧 다가올 수많은 가능성 중 하나를 엿보는 것이다.다가올 미래를 상상하는 것. 그것은 어쩌면 내 삶에 대한 사랑일지도 모른다. 오늘은 여전히 어렵고, 과거는 항상 아쉽고, 다가올 미래는 불확실하고 불안하지만 그 안에서 우리가 상상하는 모든 것은 다가올 무언가에 대한 기대다. 여기에 미래를 그린 다섯 개의 이야기가 있다. 미래에 대해 대책 없이 해맑기 보단 담담히 있어질 일에 대해 그려낸 이 이야기들. 우리가 어떤 삶을 선택할지는 지금 내가 무엇을 상상하는지에 따라 달라질 것이다. 이야기를 창작하는 이들에게 최고의 자산은 촌스러워 보이겠지만 ‘사랑’이라고 생각합니다. 발상을 잡아채는 시선도, 설정을 구축하는 집념도, 플롯을 꾸려 나가는 동력도 모두 장르에 대한 사랑에서 비롯됩니다. 그런 사랑이 없다면 SF의 표피만을 건드리는 이야기를 할 수밖에 없으며 결국 독자의 마음에 명징한 그림을 그려 내지 못합니다. 누군가는 장르에 대한 연구가 부족하다고 말하겠고, 누군가는 전략의 부실함이라고 말할 테지만 저라면 그걸 애정 결핍이라고 하겠습니다.- 여는글 「과학소설을 함께 사랑합시다」중에서                    


","12,600",8.2,판타지
1038,신과 함께 레벨업 9,"
흑아인 저
        ",,"7,200",8.6,판타지
1039,다른 남자,"
정은수 저
        ","



추억 속의 누군가는 죽고, 다른 누군가는 그 사람을 죽였다. 제3회 엘릭시르 미스터리 대상 수상작제3회 엘릭시르 미스터리 대상작 『다른 남자』(이소민 작가의 『영원의 밤』과 공동 수상)가 출간되었다. 원래 드라마 작가를 꿈꾸던 정은수 작가의 『다른 남자』는 “일본의 추리소설만큼 문장이 간결하고 스토리 전개가 빠를 것”이라는 응모 당시 기획 의도가 잘 어울리는 미스터리로, 작가의 목표처럼 작품은 군더더기 없이 빠르게 사건에 집중한다. ‘과거에 있었던 사건이 현재 다시 불거진다’는 설정은 미스터리 독자에게 익숙할 테지만, 그런 설정의 익숙함만큼이나 가독성이 좋아 높은 평가를 받았다. 이렇다 할 성장 과정의 특징 없이, 모범적으로 살며 적당히 큰 회사에서 평범한 회사원으로 일하던 연지. 회사 동료와 썸을 타며 팔 년간의 비연애를 종식하려는 어느 날, 누군가 회사로 12년 전에 찍은 대학 시절 동아리 단체 사진을 보내온다. ‘썸남’의 부추김에 누가 사진을 보냈는지 찾기 시작하는데, 그때부터 연지는 평탄한 일상의 궤도에서 벗어나기 시작한다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","11,700",8.6,로맨스
1040,인형의 주인,"
조이스 캐롤 오츠 저/배지은 역
        ","



영미권의 가장 유력한 노벨문학상 후보 조이스 캐럴 오츠의 공포소설집현대 미국 문단을 대표하는 작가이자 고딕 소설의 대가, 조이스 캐럴 오츠의 신작 『인형의 주인』이 현대문학에서 출간되었다. 1964년 데뷔한 이래 50편이 넘는 장편과 1,000여 편에 달하는 단편들을 쉼 없이 써내며 전미도서상, 오헨리상, 페미나상, 브램스토커상 등 주요 문학상들을 석권한 오츠는 매년 가장 유력한 노벨문학상 후보로도 거론되는 영미 문학의 명실상부한 거장이다. 인간 내면에 깃든 어둠과 광기, 근원적 불안과 공포를 깊이 탐구하고, 이를 섬뜩하면서도 환상적인 이야기로 형상화하여 종종 ‘공포소설의 완성자’인 에드거 앨런 포에 비견되기도 한다.  『인형의 주인』에는 사이코패스 소년의 내면을 1인칭으로 서늘하게 묘사한 표제작 「인형의 주인」을 비롯하여, 미국 백인-기독교인 사회의 뿌리 깊은 우월주의를 다룬 「군인」, 가장 사랑했던 이에게서 자신을 향한 살의를 느끼고 두려움에 사로잡힌 여성을 그린 「적도」, 아름답지만 수상한 고서점을 무대로 펼쳐지는 「미스터리 주식회사」 등 한여름의 무더위마저 말끔히 잊게 해줄 소름 끼치는 이야기 여섯 편이 수록되어 있다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","13,500",8.0,로맨스
1041,하얀 까마귀,"
박지안 저
        ","



왜 사람은 진실을 숨기는 걸까. 진실을 숨기려는 마음 뒤에는 무엇이 있을까. ‘SF가 우릴 지켜줄 거야’의 제3권은 「코로니스를 구해줘」라는 원제로 제1회 한국과학문학상 우수상을 수상한 박지안 작가의 『하얀 까마귀』다. 『하얀 까마귀』는 하니, 신소율이 출연하고, 장철수 감독이 연출한 MBC의 SF 앤솔러지 시리즈인 ‘SF8’ [하얀 까마귀]의 원작소설이다.『하얀 까마귀』는 게임 방송과 VR 공포 게임을 소재로 하여 ‘죄’에 대해 묻고자 하는 소설이다. 한때 구독자 수 80만 명을 보유했던 스타 게임 BJ 주노의 이야기이기도 하다. 과거 조작 논란에 휩싸이며 ‘거짓말쟁이’라는 낙인이 찍힌 주노는 그동안 쌓은 부와 명성과 팬을 한순간에 모두 날린다. 주노는 유저의 심층 심리를 파고들어 공포의 근원을 건드리는 신작 게임 시연 행사에 참여하며 명예 회복과 방송 복귀를 노려보지만 게임 속에서 만난 십 대 시절의 트라우마를 극복하지 못한다. 학창시절 왕따를 당했던 주노의 기억이 가상현실 게임에서 구현되면서 이야기의 긴장감이 높아간다. 결국, 주노는 끝없이 스테이지가 반복되는 가상세계에 갇히게 된다. 게임 속에서 주노가 마주해야 했던 트라우마는 과연 무엇이었을까? 작가는 십 대 소녀들 사이의 선망과 질투, 우정을 가장한 폭력을 섬세하게 그려내며 속도감 있게 이야기를 전개시킨다. 친구에 대한 우정과 동경이 집착과 미움으로 변해버렸던 진실을 말해야만 주노는 마지막 스테이지를 통과할 수 있다. 주노는 친구 아영의 자살을 막고, 게임에서 벗어날 수 있을까?                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","7,650",9.1,로맨스
1042,기린의 타자기 ,"
황희 저
        ","



제7회 교보문고 스토리공모전 중장편 부문 우수상 수상작  한때 누군가의 꿈이었으나 현실이 되지 못했던 ‘타자기’를 매체로  성장과 희망을 노래하는 아름답고 독특하며 기발한 미스터리 판타지!!       미스터리, 서스펜스, 로맨스 장르를 아우르는 [미스티 아일랜드] 시리즈의 주목 신간. 아름답고 쓸쓸하지만 당당한 희망의 꽃이 피어나는 소설 『기린의 타자기』는 2015년 『월요일이 없는 소년』으로 제1회 대한민국 전자출판대상 대상을 수상한 황희 작가의 신작이다. 이 작품은 2019년 제7회 교보문고 스토리공모전 중장편 부문에서 심사위원들의 극찬을 받으며 우수상을 수상했다. 청각장애를 가진 소녀 지하, 한때 촉망받는 문학 유망주였으나 불행한 결혼으로 인생을 놓아버린 지하의 엄마 서영. 이들은 과연 자신에게 끊임없이 폭력을 가하는 가족과 결별하고 자신만의 길을 찾아갈 수 있을까? 순간이동능력을 ‘백일몽’에 접목하여 독특하고 기묘한 설정으로 완성해낸 『기린의 타자기』를 독자 여러분에게 강력히 추천한다. ‘진짜 이야기’를 갈구하는 독자들에게 이 책 『기린의 타자기』는 올 여름 시원한 단비가 되어줄 것이다.                      




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","13,500",6.7,로맨스
1043,사조영웅전 5,"
김용 저/이지청 그림/김용소설번역연구회 역
        ","



중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작국내 최초 정식 출간 완역본무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 [사조삼부곡] 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.                    


","11,520",10.0,추리/미스터리
1044,에냐도르의 파수꾼,"
미라 발렌틴 저/한윤진 역
        ","



네 종족, 네 파수꾼 그리고 파괴적인 사랑예언의 실체가 밝혀지고 파수꾼들은 에냐도르의 하나 됨을 위해 온 힘을 기울인다. 그러나 트리스탄과 엘프 공주 이조라의 사랑이 평화로 나아가는 길에 걸림돌이 된다. 그러잖아도 깨지기 쉬웠던 네 종족의 단결은 그로 인해 파탄 직전으로 치닫고 더욱이 인간종족 내부의 단합마저도 위태로워진다. 결국 배신의 문이 열리고 진영의 결속이 무너진다. 그리하여 이들에게 운명의 여신은 가장 어두운 색상의 실을 잣기 시작하는데…                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","13,500",10.0,SF
